frame_idx,wall_t,ms_capture,ms_preproc,ms_framediff,ms_total,phase,state,sensor_age_ms
55,1777426359.777848,2.107,2.083,,32.573,,,,28.071,settle,tracking,63.77,,,,,0
56,1777426359.814965,1.973,2.067,,36.974,,4.440,,28.148,active,tracking,67.53,,,,0,
57,1777426359.847754,1.954,2.061,,32.652,,0.004,,28.300,active,tracking,66.95,,,,0,
58,1777426359.880498,2.042,2.008,,32.602,,0.004,,28.238,active,tracking,66.33,,,,0,
59,1777426359.919317,2.057,2.005,,38.670,,4.428,,28.109,active,lost,71.79,,,,0,
60,1777426359.927527,2.081,2.250,2.898,7.522,,0.006,,,active,acquiring,46.63,,,,0,
61,1777426359.948032,10.590,2.016,2.128,20.344,3.808,0.005,1.426,,active,tracking,33.78,10.96,-3.32,4,1,
62,1777426360.020260,22.927,2.188,,72.084,,,,46.640,settle,tracking,72.63,,,,,3
63,1777426360.100569,2.090,2.044,,80.158,,,,75.680,settle,tracking,119.57,,,,,2
64,1777426360.180939,2.359,2.537,,80.202,,,,74.967,settle,tracking,133.22,,,,,1
65,1777426360.220735,2.105,1.982,,39.638,,,,35.244,settle,tracking,72.92,,,,,0
66,1777426360.264926,2.065,2.019,,44.047,,4.537,,35.105,active,tracking,83.75,,,,0,
67,1777426360.304943,2.142,2.102,,39.874,,0.004,,35.300,active,tracking,90.41,,,,0,
68,1777426360.344379,1.937,2.012,,39.311,,0.004,,35.049,active,tracking,63.11,,,,0,
69,1777426360.389854,2.026,2.034,,45.328,,4.521,,34.892,active,lost,75.22,,,,0,
70,1777426360.397466,2.001,2.094,3.037,7.472,,0.009,,,active,acquiring,49.46,,,,0,
71,1777426360.425245,9.091,2.034,1.970,27.618,12.710,0.005,1.434,,active,tracking,43.90,2.00,0.96,2,1,
72,1777426360.574254,12.789,2.021,,148.833,,,,133.731,settle,tracking,159.53,,,,,1
73,1777426360.775316,1.953,2.063,,200.928,,,,196.615,settle,tracking,227.13,,,,,0
74,1777426360.979273,2.129,2.036,,203.808,,4.886,,194.378,active,tracking,230.90,,,,0,
75,1777426361.179556,2.006,2.018,,200.131,,0.004,,195.748,active,tracking,230.99,,,,0,
76,1777426361.384170,2.182,2.066,,204.457,,0.009,,194.914,active,lost,235.42,,,,0,
77,1777426361.395286,2.114,2.023,2.101,10.968,,4.456,,,active,acquiring,46.36,,,,0,
78,1777426361.416183,10.462,2.027,1.867,20.757,4.610,0.004,1.422,,active,tracking,33.90,3.36,0.96,2,1,
79,1777426361.502850,22.800,2.161,,86.524,,,,61.247,settle,tracking,87.18,,,,,1
80,1777426361.592538,2.126,2.438,,89.539,,,,84.657,settle,tracking,143.49,,,,,0
81,1777426361.681232,2.149,2.050,,88.539,,0.005,,84.006,active,tracking,132.09,,,,0,
82,1777426361.772610,2.033,2.081,,91.174,,4.630,,82.070,active,tracking,123.40,,,,0,
83,1777426361.860907,2.092,1.992,,88.131,,0.007,,81.328,active,lost,111.59,,,,0,
84,1777426361.868087,2.483,2.129,2.146,7.024,,0.005,,,active,acquiring,52.04,,,,0,
85,1777426361.885871,5.529,2.029,1.961,17.629,2.791,4.964,,,active,tracking,36.47,,,,0,
86,1777426361.951049,20.214,2.019,,65.035,,0.005,,42.479,active,tracking,68.28,,,,0,
87,1777426362.018676,1.959,2.046,,67.473,,0.004,,63.162,active,tracking,102.54,,,,0,
88,1777426362.088993,2.072,2.080,,70.158,,4.596,,61.079,active,tracking,106.14,,,,0,
89,1777426362.156909,2.031,2.048,,67.771,,0.005,,63.357,active,tracking,107.31,,,,0,
90,1777426362.225047,2.119,2.045,,67.980,,0.006,,61.699,active,lost,108.71,,,,0,
91,1777426362.236434,2.176,2.192,2.078,11.237,,4.504,,,active,acquiring,53.38,,,,0,
92,1777426362.246060,5.541,2.020,1.643,9.481,,0.006,,,active,searching,29.64,,,,0,
93,1777426362.277061,26.955,2.074,1.575,30.857,,0.005,,,active,searching,27.28,,,,0,
94,1777426362.315024,29.348,2.026,1.673,37.809,,4.496,,,active,acquiring,31.88,,,,0,
95,1777426362.346211,24.692,2.063,1.655,31.050,0.878,0.005,1.429,,active,tracking,29.72,-2.44,6.48,2,1,
96,1777426362.388735,27.001,2.072,,42.379,,,,12.736,settle,tracking,38.86,,,,,1
97,1777426362.430895,17.964,2.035,,42.013,,,,21.676,settle,tracking,47.65,,,,,0
98,1777426362.465854,9.903,2.054,,34.798,,0.004,1.431,21.040,active,tracking,49.26,-2.52,6.16,2,1,
99,1777426362.497428,8.300,2.029,,31.433,,,,20.712,settle,tracking,47.40,,,,,1
100,1777426362.530728,9.957,2.065,,33.106,,,,20.746,settle,tracking,47.39,,,,,0
101,1777426362.570548,10.365,2.036,,39.664,,4.762,1.416,20.719,active,tracking,53.87,-2.28,4.40,2,1,
102,1777426362.597745,3.869,2.018,,27.062,,,,20.829,settle,tracking,47.68,,,,,1
103,1777426362.630835,9.815,2.033,,32.936,,,,20.752,settle,tracking,47.41,,,,,0
104,1777426362.665562,9.998,2.060,,34.569,,0.004,1.418,20.723,active,tracking,48.79,-2.00,2.64,2,1,
105,1777426362.697595,8.848,2.021,,31.892,,,,20.637,settle,tracking,47.44,,,,,1
106,1777426362.731121,10.216,2.030,,33.371,,,,20.788,settle,tracking,47.60,,,,,0
107,1777426362.765852,10.130,2.007,,34.570,,0.004,1.421,20.646,active,tracking,48.98,-1.96,1.20,2,1,
108,1777426362.797751,8.697,2.013,,31.760,,,,20.691,settle,tracking,47.50,,,,,1
