frame_idx,wall_t,ms_capture,ms_preproc,ms_framediff,ms_total,phase,state,sensor_age_ms
565,1777427234.974196,1.926,2.084,,40.507,,31.566,4.545,,active,tracking,76.80,,,,0,
566,1777427235.010650,2.081,2.135,,36.313,,31.783,0.005,,active,tracking,79.87,,,,0,
567,1777427235.047562,1.986,2.128,,36.776,,32.316,0.005,,active,tracking,83.42,,,,0,
568,1777427235.089253,2.092,2.088,,41.545,,32.319,4.709,,active,tracking,91.77,,,,0,
569,1777427235.129425,1.901,2.024,,40.021,,35.732,0.004,,active,tracking,65.20,,,,0,
570,1777427235.165416,1.902,2.062,,35.864,,31.526,0.005,,active,tracking,67.79,,,,0,
571,1777427235.206120,1.932,2.094,,40.565,,31.591,4.569,,active,tracking,75.17,,,,0,
572,1777427235.242521,2.016,2.065,,36.258,,31.853,0.005,,active,tracking,78.19,,,,0,
573,1777427235.279080,2.011,2.101,,36.416,,31.970,0.005,,active,tracking,81.38,,,,0,
574,1777427235.320569,2.150,2.076,,41.242,,32.040,4.628,,active,tracking,89.51,,,,0,
575,1777427235.357993,2.239,2.067,,37.270,,32.624,0.005,,active,tracking,93.58,,,,0,
576,1777427235.394926,1.939,2.093,,36.811,,32.374,0.005,,active,tracking,97.13,,,,0,
577,1777427235.435763,1.876,2.077,,40.712,,31.852,4.572,,active,tracking,71.25,,,,0,
578,1777427235.471792,2.040,2.011,,35.886,,31.510,0.005,,active,tracking,73.92,,,,0,
579,1777427235.507914,1.993,2.058,,35.981,,31.599,0.005,,active,tracking,76.68,,,,0,
580,1777427235.548780,2.082,2.008,,40.719,,31.757,4.543,,active,tracking,84.17,,,,0,
581,1777427235.585783,2.164,2.080,,36.850,,32.264,0.006,,active,tracking,87.82,,,,0,
582,1777427235.623643,2.087,2.835,,37.716,,32.452,0.005,,active,tracking,92.32,,,,0,
583,1777427235.665085,2.009,1.995,,41.307,,32.452,4.507,,active,tracking,100.39,,,,0,
584,1777427235.701197,2.019,2.004,,35.973,,31.622,0.004,,active,tracking,69.78,,,,0,
585,1777427235.737339,1.985,2.015,,35.998,,31.626,0.004,,active,tracking,72.55,,,,0,
586,1777427235.778313,1.937,2.080,,40.787,,31.879,4.556,,active,tracking,80.14,,,,0,
587,1777427235.814990,2.099,2.137,,36.530,,31.947,0.004,,active,tracking,83.46,,,,0,
588,1777427235.851743,2.049,2.109,,36.606,,32.109,0.005,,active,tracking,86.85,,,,0,
589,1777427235.894893,2.112,2.901,,42.998,,32.715,4.959,,active,tracking,96.65,,,,0,
590,1777427235.931261,1.968,2.082,,36.232,,31.835,0.005,,active,tracking,66.27,,,,0,
591,1777427235.967475,2.016,2.027,,36.072,,31.696,0.006,,active,tracking,69.14,,,,0,
592,1777427236.007970,2.041,2.016,,40.353,,31.417,4.551,,active,tracking,76.27,,,,0,
593,1777427236.044698,2.090,2.098,,36.584,,32.082,0.005,,active,tracking,79.62,,,,0,
594,1777427236.081207,2.059,2.078,,36.380,,31.903,0.005,,active,tracking,82.77,,,,0,
595,1777427236.127998,2.108,2.129,,46.640,,37.374,4.681,,active,tracking,96.20,,,,0,
596,1777427236.164876,2.348,2.076,,36.739,,31.982,0.004,,active,tracking,99.70,,,,0,
597,1777427236.201186,1.993,2.008,,36.166,,31.836,0.005,,active,tracking,69.30,,,,0,
598,1777427236.242095,1.998,2.013,,40.764,,31.780,4.556,,active,tracking,76.85,,,,0,
599,1777427236.278403,2.053,2.052,,36.167,,31.748,0.005,,active,tracking,79.77,,,,0,
600,1777427236.316845,2.232,2.102,,36.609,,31.934,0.005,,active,tracking,84.85,,,,0,
601,1777427236.358680,2.105,2.077,,41.686,,32.457,4.713,,active,tracking,93.34,,,,0,
602,1777427236.395427,1.945,2.027,,36.614,,32.320,0.006,,active,tracking,63.35,,,,0,
603,1777427236.431721,1.970,2.033,,36.155,,31.824,0.005,,active,tracking,66.27,,,,0,
604,1777427236.472381,2.004,2.046,,40.515,,31.578,4.552,,active,tracking,73.57,,,,0,
605,1777427236.508599,2.057,2.051,,36.072,,31.629,0.006,,active,tracking,76.43,,,,0,
606,1777427236.545084,2.014,2.146,,36.341,,31.863,0.005,,active,tracking,79.53,,,,0,
607,1777427236.586380,2.044,2.069,,41.159,,31.899,4.707,,active,tracking,87.47,,,,0,
608,1777427236.624126,2.269,2.382,,37.588,,32.611,0.006,,active,tracking,91.86,,,,0,
609,1777427236.661129,2.034,2.018,,36.823,,32.382,0.006,,active,tracking,95.48,,,,0,
610,1777427236.701854,1.819,2.000,,40.394,,31.739,4.509,,active,tracking,69.49,,,,0,
611,1777427236.738038,2.000,2.062,,36.042,,31.652,0.004,,active,tracking,72.32,,,,0,
612,1777427236.774309,1.939,2.062,,36.128,,31.799,0.006,,active,tracking,75.22,,,,0,
613,1777427236.815083,1.953,2.059,,40.628,,31.727,4.555,,active,tracking,82.62,,,,0,
614,1777427236.851690,2.112,2.121,,36.459,,31.881,0.006,,active,tracking,85.85,,,,0,
615,1777427236.888592,2.120,2.231,,36.751,,32.039,0.005,,active,tracking,89.40,,,,0,
616,1777427236.930695,2.247,2.012,,41.781,,32.338,4.839,,active,tracking,98.15,,,,0,
617,1777427236.966529,1.991,2.054,,35.693,,31.312,0.005,,active,tracking,67.26,,,,0,
618,1777427237.002734,1.926,2.120,,36.066,,31.695,0.006,,active,tracking,70.10,,,,0,
619,1777427237.043465,1.951,2.051,,40.586,,31.741,4.511,,active,tracking,77.44,,,,0,
620,1777427237.079799,2.053,2.062,,36.188,,31.729,0.005,,active,tracking,80.41,,,,0,
621,1777427237.120658,2.046,2.071,,40.676,,35.922,0.008,,active,tracking,87.89,,,,0,
622,1777427237.163388,2.510,2.162,,42.490,,32.685,4.735,,active,tracking,97.29,,,,0,
623,1777427237.200201,1.983,2.132,,36.672,,32.225,0.005,,active,tracking,67.38,,,,0,
624,1777427237.236289,1.974,2.010,,35.948,,31.638,0.005,,active,tracking,70.10,,,,0,
625,1777427237.276902,1.997,2.036,,40.470,,31.590,4.513,,active,tracking,77.34,,,,0,
626,1777427237.313191,2.052,2.056,,36.145,,31.697,0.006,,active,tracking,80.26,,,,0,
627,1777427237.349969,2.033,2.163,,36.635,,32.098,0.006,,active,tracking,83.66,,,,0,
628,1777427237.391270,2.055,2.129,,41.159,,32.054,4.578,,active,tracking,91.63,,,,0,
629,1777427237.428215,2.171,2.018,,36.820,,32.308,0.005,,active,tracking,61.84,,,,0,
630,1777427237.464500,1.915,2.013,,36.142,,31.895,0.004,,active,tracking,64.75,,,,0,
631,1777427237.504948,1.966,2.002,,40.303,,31.484,4.519,,active,tracking,71.82,,,,0,
632,1777427237.541237,2.068,2.015,,36.141,,31.728,0.005,,active,tracking,74.77,,,,0,
633,1777427237.577531,1.949,2.063,,36.098,,31.706,0.006,,active,tracking,77.67,,,,0,
634,1777427237.618395,1.949,2.102,,40.726,,31.717,4.615,,active,tracking,85.18,,,,0,
635,1777427237.655436,2.129,2.254,,36.889,,32.162,0.006,,active,tracking,88.86,,,,0,
636,1777427237.692801,2.103,2.346,,37.221,,32.399,0.005,,active,tracking,92.87,,,,0,
637,1777427237.734399,2.354,2.017,,41.226,,32.022,4.501,,active,tracking,67.74,,,,0,
638,1777427237.770339,1.993,2.079,,35.797,,31.398,0.006,,active,tracking,70.31,,,,0,
639,1777427237.806584,1.941,2.061,,36.099,,31.768,0.005,,active,tracking,73.19,,,,0,
640,1777427237.847316,1.949,2.060,,40.585,,31.676,4.566,,active,tracking,80.54,,,,0,
641,1777427237.884153,2.091,2.087,,36.684,,32.160,0.005,,active,tracking,84.02,,,,0,
642,1777427237.920914,2.130,2.067,,36.609,,32.066,0.006,,active,tracking,87.43,,,,0,
643,1777427237.963556,2.103,2.357,,42.489,,32.716,5.004,,active,tracking,96.71,,,,0,
644,1777427237.999947,1.995,2.018,,36.245,,31.906,0.005,,active,tracking,66.36,,,,0,
645,1777427238.036114,2.009,2.018,,36.022,,31.653,0.005,,active,tracking,69.17,,,,0,
646,1777427238.076728,1.988,2.030,,40.468,,31.567,4.555,,active,tracking,76.42,,,,0,
647,1777427238.114168,2.073,2.063,,37.296,,32.814,0.005,,active,tracking,80.49,,,,0,
648,1777427238.154075,3.940,2.936,,39.678,,32.452,0.006,,active,tracking,87.03,,,,0,
649,1777427238.196548,2.063,2.184,,42.324,,32.736,4.844,,active,tracking,96.15,,,,0,
650,1777427238.233300,1.978,2.035,,36.616,,32.272,0.005,,active,tracking,66.16,,,,0,
651,1777427238.269551,1.947,2.042,,36.051,,31.676,0.006,,active,tracking,69.06,,,,0,
652,1777427238.310142,1.993,2.052,,40.443,,31.463,4.551,,active,tracking,76.29,,,,0,
653,1777427238.346817,2.009,2.274,,36.520,,31.915,0.006,,active,tracking,79.58,,,,0,
654,1777427238.383455,2.033,2.104,,36.494,,32.020,0.006,,active,tracking,82.85,,,,0,
655,1777427238.425084,2.105,2.072,,41.480,,32.270,4.696,,active,tracking,91.14,,,,0,
656,1777427238.462002,1.917,2.020,,36.658,,32.404,0.004,,active,tracking,61.32,,,,0,
657,1777427238.498515,1.878,2.025,,36.377,,32.150,0.005,,active,tracking,64.47,,,,0,
658,1777427238.538979,1.921,2.034,,40.318,,31.406,4.616,,active,tracking,71.57,,,,0,
659,1777427238.575444,2.029,2.054,,36.324,,31.912,0.006,,active,tracking,74.66,,,,0,
660,1777427238.613309,2.098,2.037,,36.175,,31.706,0.005,,active,tracking,79.17,,,,0,
661,1777427238.654648,2.003,2.125,,41.178,,31.968,4.734,,active,tracking,87.13,,,,0,
662,1777427238.692623,2.165,2.831,,37.823,,32.511,0.005,,active,tracking,91.76,,,,0,
663,1777427238.729547,2.021,1.994,,36.740,,32.282,0.005,,active,tracking,95.31,,,,0,
664,1777427238.770494,1.837,2.047,,40.693,,31.976,4.501,,active,tracking,69.53,,,,0,
665,1777427238.806530,2.007,2.060,,35.891,,31.496,0.004,,active,tracking,72.20,,,,0,
666,1777427238.842966,1.950,2.064,,36.294,,31.953,0.004,,active,tracking,75.28,,,,0,
667,1777427238.883887,1.935,2.074,,40.774,,31.803,4.630,,active,tracking,82.82,,,,0,
668,1777427238.920627,2.167,2.087,,36.586,,31.986,0.004,,active,tracking,86.19,,,,0,
669,1777427238.957702,2.119,2.093,,36.894,,32.341,0.005,,active,tracking,89.91,,,,0,
670,1777427238.999990,2.131,2.048,,41.969,,32.878,4.592,,active,tracking,98.84,,,,0,
671,1777427239.035956,2.009,2.025,,35.820,,31.459,0.004,,active,tracking,68.08,,,,0,
672,1777427239.071879,1.994,2.045,,35.778,,31.412,0.006,,active,tracking,70.64,,,,0,
673,1777427239.113016,1.986,2.023,,40.973,,31.683,4.893,,active,tracking,78.36,,,,0,
674,1777427239.152240,3.787,2.770,,38.981,,32.067,0.007,,active,tracking,84.26,,,,0,
675,1777427239.189134,2.114,2.063,,36.743,,32.221,0.005,,active,tracking,87.79,,,,0,
676,1777427239.231702,2.128,2.364,,42.415,,32.692,4.906,,active,tracking,97.01,,,,0,
677,1777427239.268178,2.004,2.062,,36.334,,31.938,0.005,,active,tracking,66.75,,,,0,
678,1777427239.304550,1.975,2.032,,36.230,,31.897,0.004,,active,tracking,69.76,,,,0,
679,1777427239.345243,1.978,2.009,,40.546,,31.622,4.604,,active,tracking,77.09,,,,0,
680,1777427239.381889,2.017,2.099,,36.450,,31.994,0.005,,active,tracking,80.36,,,,0,
681,1777427239.418550,1.963,2.050,,36.521,,32.165,0.006,,active,tracking,83.65,,,,0,
682,1777427239.460140,2.061,2.119,,41.443,,32.116,4.810,,active,tracking,91.90,,,,0,
683,1777427239.496884,1.954,1.988,,36.615,,32.359,0.005,,active,tracking,61.90,,,,0,
684,1777427239.533237,1.910,2.016,,36.211,,31.962,0.005,,active,tracking,64.89,,,,0,
685,1777427239.573771,1.929,1.998,,40.350,,31.422,4.632,,active,tracking,72.06,,,,0,
686,1777427239.610096,2.000,2.048,,36.182,,31.808,0.005,,active,tracking,75.03,,,,0,
687,1777427239.646400,1.939,2.072,,36.160,,31.827,0.005,,active,tracking,77.96,,,,0,
688,1777427239.687599,2.000,2.109,,41.050,,31.986,4.609,,active,tracking,85.78,,,,0,
689,1777427239.724698,2.161,2.083,,36.946,,32.343,0.006,,active,tracking,89.52,,,,0,
690,1777427239.762321,2.166,1.996,,37.290,,32.503,0.004,,active,tracking,93.79,,,,0,
691,1777427239.803821,2.137,2.046,,41.373,,32.183,4.680,,active,tracking,68.56,,,,0,
692,1777427239.839985,2.055,2.013,,36.021,,31.631,0.004,,active,tracking,71.36,,,,0,
693,1777427239.876488,2.072,2.014,,36.358,,31.943,0.005,,active,tracking,74.50,,,,0,
694,1777427239.917310,1.977,2.029,,40.673,,31.701,4.628,,active,tracking,81.95,,,,0,
695,1777427239.954004,2.107,2.138,,36.497,,31.909,0.004,,active,tracking,85.27,,,,0,
696,1777427239.991050,2.071,2.107,,36.899,,32.363,0.005,,active,tracking,88.94,,,,0,
697,1777427240.033240,2.355,2.102,,42.024,,32.454,4.737,,active,tracking,97.79,,,,0,
698,1777427240.069272,1.969,2.063,,35.835,,31.480,0.004,,active,tracking,67.10,,,,0,
699,1777427240.105473,1.927,2.028,,36.024,,31.696,0.005,,active,tracking,69.93,,,,0,
700,1777427240.149067,2.108,2.589,,43.455,,33.850,4.578,,active,tracking,80.15,,,,0,
701,1777427240.185814,2.127,2.126,,36.600,,32.009,0.004,,active,tracking,83.53,,,,0,
702,1777427240.222914,2.059,2.137,,36.955,,32.417,0.004,,active,tracking,87.26,,,,0,
703,1777427240.265244,2.142,2.208,,42.180,,32.529,4.815,,active,tracking,96.25,,,,0,
704,1777427240.301648,1.959,2.064,,36.209,,31.812,0.005,,active,tracking,65.90,,,,0,
705,1777427240.337716,1.930,2.071,,35.932,,31.604,0.006,,active,tracking,68.62,,,,0,
706,1777427240.378244,1.935,2.049,,40.388,,31.628,4.447,,active,tracking,75.78,,,,0,
707,1777427240.415189,1.996,2.401,,36.800,,32.083,0.005,,active,tracking,79.35,,,,0,
708,1777427240.451670,2.015,2.112,,36.341,,31.875,0.005,,active,tracking,82.48,,,,0,
709,1777427240.493398,2.121,2.081,,41.574,,32.359,4.646,,active,tracking,90.82,,,,0,
710,1777427240.530798,2.295,2.032,,37.050,,32.424,0.005,,active,tracking,61.52,,,,0,
711,1777427240.567252,1.816,2.043,,36.329,,32.147,0.005,,active,tracking,64.61,,,,0,
712,1777427240.607704,1.911,2.052,,40.310,,31.509,4.509,,active,tracking,71.68,,,,0,
713,1777427240.644285,2.053,2.018,,36.435,,32.036,0.005,,active,tracking,74.91,,,,0,
714,1777427240.680547,2.008,2.048,,36.117,,31.736,0.006,,active,tracking,77.79,,,,0,
715,1777427240.721657,1.984,2.071,,40.962,,31.935,4.631,,active,tracking,85.54,,,,0,
716,1777427240.758697,2.152,2.148,,36.886,,32.226,0.004,,active,tracking,89.20,,,,0,
717,1777427240.796051,2.130,2.087,,37.168,,32.554,0.005,,active,tracking,93.22,,,,0,
718,1777427240.837885,2.284,2.031,,41.454,,32.266,4.547,,active,tracking,68.32,,,,0,
719,1777427240.874248,1.999,2.060,,36.224,,31.837,0.004,,active,tracking,71.32,,,,0,
720,1777427240.912548,2.087,2.317,,36.405,,31.671,0.006,,active,tracking,76.26,,,,0,
721,1777427240.953553,1.984,1.983,,40.858,,31.903,4.662,,active,tracking,83.89,,,,0,
722,1777427240.990658,2.123,2.218,,36.955,,32.269,0.006,,active,tracking,87.63,,,,0,
723,1777427241.028648,2.092,2.696,,37.838,,32.656,0.005,,active,tracking,92.27,,,,0,
724,1777427241.070200,1.969,1.992,,41.372,,32.489,4.515,,active,tracking,100.45,,,,0,
725,1777427241.106412,1.981,2.056,,36.071,,31.693,0.005,,active,tracking,69.93,,,,0,
726,1777427241.145760,2.243,2.099,,39.205,,34.531,0.004,,active,tracking,75.92,,,,0,
727,1777427241.187117,1.953,2.332,,41.214,,31.940,4.664,,active,tracking,83.90,,,,0,
728,1777427241.224387,2.168,2.078,,37.119,,32.532,0.005,,active,tracking,87.81,,,,0,
729,1777427241.261971,2.191,2.385,,37.437,,32.549,0.005,,active,tracking,92.04,,,,0,
730,1777427241.303283,1.912,2.037,,41.075,,32.375,4.423,,active,tracking,99.99,,,,0,
731,1777427241.339530,2.034,2.022,,36.100,,31.719,0.006,,active,tracking,69.50,,,,0,
732,1777427241.375413,1.980,2.017,,35.737,,31.414,0.006,,active,tracking,72.02,,,,0,
733,1777427241.416283,1.961,2.014,,40.727,,31.933,4.487,,active,tracking,79.52,,,,0,
734,1777427241.452710,2.107,2.084,,36.282,,31.748,0.005,,active,tracking,82.57,,,,0,
735,1777427241.489680,2.125,2.068,,36.817,,32.229,0.006,,active,tracking,86.19,,,,0,
736,1777427241.531399,2.047,2.126,,41.573,,32.349,4.716,,active,tracking,94.54,,,,0,
737,1777427241.568088,1.945,2.043,,36.546,,32.234,0.006,,active,tracking,64.51,,,,0,
738,1777427241.603908,1.961,1.974,,35.677,,31.410,0.005,,active,tracking,66.96,,,,0,
739,1777427241.644549,1.972,2.019,,40.501,,31.653,4.525,,active,tracking,74.24,,,,0,
740,1777427241.680817,2.041,2.045,,36.122,,31.704,0.005,,active,tracking,77.14,,,,0,
741,1777427241.717104,1.971,2.047,,36.141,,31.787,0.004,,active,tracking,80.05,,,,0,
742,1777427241.758409,2.053,2.130,,41.161,,32.017,4.612,,active,tracking,87.99,,,,0,
743,1777427241.795940,2.185,2.340,,37.378,,32.537,0.004,,active,tracking,92.17,,,,0,
744,1777427241.832744,1.993,1.975,,36.603,,32.318,0.005,,active,tracking,95.59,,,,0,
745,1777427241.873908,1.896,2.015,,40.878,,32.035,4.602,,active,tracking,70.04,,,,0,
746,1777427241.910348,2.013,2.052,,36.294,,31.903,0.004,,active,tracking,73.12,,,,0,
747,1777427241.946552,1.950,2.052,,36.058,,31.737,0.005,,active,tracking,75.96,,,,0,
748,1777427241.987518,1.938,2.179,,40.819,,31.815,4.563,,active,tracking,83.55,,,,0,
749,1777427242.024628,2.173,2.051,,36.956,,32.387,0.005,,active,tracking,87.30,,,,0,
750,1777427242.061828,2.111,2.091,,37.052,,32.371,0.005,,active,tracking,91.15,,,,0,
751,1777427242.103445,2.053,2.046,,41.490,,32.497,4.575,,active,tracking,99.40,,,,0,
752,1777427242.142910,2.056,3.169,,39.321,,33.764,0.004,,active,tracking,72.13,,,,0,
753,1777427242.179370,1.959,2.036,,36.316,,31.995,0.005,,active,tracking,75.23,,,,0,
754,1777427242.220186,1.990,2.045,,40.670,,31.815,4.482,,active,tracking,82.67,,,,0,
755,1777427242.256669,2.180,2.124,,36.329,,31.673,0.005,,active,tracking,85.78,,,,0,
756,1777427242.293682,2.124,2.058,,36.862,,32.297,0.006,,active,tracking,89.44,,,,0,
757,1777427242.336226,2.441,2.052,,42.398,,32.628,4.739,,active,tracking,98.63,,,,0,
758,1777427242.372104,1.993,2.012,,35.734,,31.403,0.006,,active,tracking,67.77,,,,0,
759,1777427242.408139,1.981,2.013,,35.891,,31.571,0.004,,active,tracking,70.45,,,,0,
760,1777427242.448717,1.986,2.014,,40.432,,31.598,4.502,,active,tracking,77.64,,,,0,
761,1777427242.485162,2.011,2.060,,36.298,,31.892,0.006,,active,tracking,80.74,,,,0,
762,1777427242.521872,2.043,2.140,,36.567,,32.041,0.004,,active,tracking,84.07,,,,0,
763,1777427242.563696,2.065,2.116,,41.682,,32.550,4.613,,active,tracking,92.55,,,,0,
764,1777427242.600526,2.029,1.997,,36.553,,32.204,0.004,,active,tracking,62.65,,,,0,
765,1777427242.636934,1.951,2.052,,36.264,,31.936,0.005,,active,tracking,65.68,,,,0,
766,1777427242.677446,1.943,2.014,,40.367,,31.582,4.451,,active,tracking,72.84,,,,0,
767,1777427242.713711,1.988,2.054,,36.122,,31.757,0.005,,active,tracking,75.72,,,,0,
768,1777427242.749899,1.934,2.095,,36.047,,31.687,0.005,,active,tracking,78.53,,,,0,
769,1777427242.791098,2.044,2.101,,41.061,,31.920,4.652,,active,tracking,86.39,,,,0,
770,1777427242.828038,2.170,2.188,,36.788,,32.082,0.007,,active,tracking,89.97,,,,0,
771,1777427242.865556,2.178,2.000,,37.202,,32.379,0.006,,active,tracking,94.12,,,,0,
772,1777427242.906774,2.110,2.041,,41.092,,32.129,4.483,,active,tracking,68.61,,,,0,
773,1777427242.943117,2.002,2.068,,36.201,,31.805,0.005,,active,tracking,71.58,,,,0,
774,1777427242.979495,1.947,2.042,,36.235,,31.919,0.006,,active,tracking,74.60,,,,0,
775,1777427243.020194,1.986,2.013,,40.555,,31.702,4.520,,active,tracking,81.93,,,,0,
776,1777427243.056775,2.182,2.083,,36.426,,31.822,0.005,,active,tracking,85.14,,,,0,
777,1777427243.093919,2.119,2.055,,36.990,,32.474,0.006,,active,tracking,88.91,,,,0,
778,1777427243.138588,2.342,2.109,,44.511,,35.123,4.630,,active,tracking,100.22,,,,0,
779,1777427243.175097,1.979,2.053,,36.366,,31.998,0.006,,active,tracking,70.02,,,,0,
780,1777427243.213912,2.386,2.182,,36.792,,31.893,0.004,,active,tracking,75.47,,,,0,
781,1777427243.254944,1.945,2.079,,40.889,,31.967,4.563,,active,tracking,83.13,,,,0,
782,1777427243.291681,2.114,2.152,,36.584,,31.975,0.006,,active,tracking,86.48,,,,0,
783,1777427243.328691,2.126,2.248,,36.859,,32.139,0.006,,active,tracking,90.15,,,,0,
784,1777427243.370783,2.218,2.047,,41.756,,32.572,4.600,,active,tracking,98.89,,,,0,
785,1777427243.406857,1.967,2.087,,35.923,,31.547,0.005,,active,tracking,68.23,,,,0,
786,1777427243.442797,1.942,2.044,,35.795,,31.483,0.005,,active,tracking,70.80,,,,0,
787,1777427243.483279,1.941,2.035,,40.336,,31.571,4.462,,active,tracking,77.91,,,,0,
788,1777427243.519756,2.076,2.057,,36.332,,31.865,0.005,,active,tracking,81.02,,,,0,
789,1777427243.556507,2.067,2.070,,36.602,,32.125,0.004,,active,tracking,84.41,,,,0,
790,1777427243.597964,2.097,2.068,,41.309,,32.166,4.638,,active,tracking,92.52,,,,0,
791,1777427243.634852,1.904,2.075,,36.759,,32.459,0.006,,active,tracking,62.67,,,,0,
792,1777427243.671089,1.906,2.090,,36.095,,31.773,0.005,,active,tracking,65.54,,,,0,
793,1777427243.711610,1.910,2.118,,40.379,,31.548,4.474,,active,tracking,72.70,,,,0,
794,1777427243.747782,2.035,2.008,,36.027,,31.655,0.004,,active,tracking,75.50,,,,0,
795,1777427243.784098,1.978,2.024,,36.172,,31.847,0.005,,active,tracking,78.44,,,,0,
796,1777427243.825159,2.073,2.001,,40.923,,32.006,4.506,,active,tracking,86.14,,,,0,
797,1777427243.862131,2.160,2.131,,36.816,,32.176,0.008,,active,tracking,89.75,,,,0,
798,1777427243.899614,2.155,2.081,,37.343,,32.555,0.004,,active,tracking,93.89,,,,0,
799,1777427243.940986,2.155,2.013,,41.246,,32.157,4.592,,active,tracking,68.52,,,,0,
800,1777427243.977415,2.040,2.023,,36.234,,31.845,0.005,,active,tracking,71.54,,,,0,
801,1777427244.013891,1.947,2.074,,36.339,,31.991,0.005,,active,tracking,74.70,,,,0,
802,1777427244.054697,1.937,2.119,,40.663,,31.763,4.506,,active,tracking,82.13,,,,0,
803,1777427244.091397,2.115,2.106,,36.549,,31.988,0.005,,active,tracking,85.45,,,,0,
804,1777427244.130775,2.098,2.095,,39.228,,34.695,0.005,,active,tracking,91.47,,,,0,
805,1777427244.172860,2.145,2.114,,41.765,,32.486,4.640,,active,tracking,100.20,,,,0,
806,1777427244.208961,2.032,2.008,,35.958,,31.597,0.005,,active,tracking,69.58,,,,0,
807,1777427244.245142,1.971,2.034,,36.037,,31.707,0.005,,active,tracking,72.40,,,,0,
808,1777427244.286173,1.976,2.022,,40.883,,31.932,4.566,,active,tracking,80.05,,,,0,
809,1777427244.322991,2.093,2.118,,36.675,,32.121,0.006,,active,tracking,83.50,,,,0,
810,1777427244.359995,2.069,2.118,,36.852,,32.323,0.005,,active,tracking,87.15,,,,0,
811,1777427244.402221,2.097,2.110,,42.076,,32.322,5.025,,active,tracking,96.02,,,,0,
812,1777427244.438555,1.957,2.048,,36.161,,31.830,0.005,,active,tracking,65.62,,,,0,
813,1777427244.474486,1.912,2.060,,35.788,,31.492,0.005,,active,tracking,68.19,,,,0,
814,1777427244.515111,1.961,2.084,,40.480,,31.573,4.532,,active,tracking,75.43,,,,0,
815,1777427244.551428,1.995,2.078,,36.176,,31.783,0.005,,active,tracking,78.40,,,,0,
816,1777427244.588000,2.064,2.105,,36.436,,31.932,0.005,,active,tracking,81.60,,,,0,
817,1777427244.629478,2.104,2.082,,41.327,,32.080,4.713,,active,tracking,89.72,,,,0,
818,1777427244.666883,2.142,2.102,,37.256,,32.481,0.006,,active,tracking,93.77,,,,0,
819,1777427244.703500,2.133,2.034,,36.494,,32.011,0.004,,active,tracking,63.65,,,,0,
820,1777427244.744359,1.957,2.007,,40.714,,31.865,4.555,,active,tracking,71.14,,,,0,
821,1777427244.780421,2.056,2.035,,35.917,,31.499,0.004,,active,tracking,73.84,,,,0,
822,1777427244.816550,1.971,2.040,,35.985,,31.649,0.006,,active,tracking,76.60,,,,0,
823,1777427244.857639,2.003,2.051,,40.940,,31.855,4.685,,active,tracking,84.32,,,,0,
824,1777427244.894758,2.134,2.115,,36.970,,32.376,0.005,,active,tracking,88.08,,,,0,
825,1777427244.932353,2.049,2.517,,37.444,,32.542,0.006,,active,tracking,92.32,,,,0,
826,1777427244.973877,1.966,1.990,,41.317,,32.462,4.561,,active,tracking,100.48,,,,0,
827,1777427245.010190,1.971,2.075,,36.173,,31.796,0.006,,active,tracking,70.06,,,,0,
828,1777427245.046475,1.935,2.109,,36.142,,31.775,0.006,,active,tracking,72.98,,,,0,
829,1777427245.087386,1.943,2.057,,40.766,,31.801,4.628,,active,tracking,80.51,,,,0,
830,1777427245.128197,2.170,2.088,,40.667,,36.066,0.005,,active,tracking,87.95,,,,0,
831,1777427245.165604,2.123,2.109,,37.254,,32.657,0.005,,active,tracking,92.00,,,,0,
832,1777427245.207161,1.970,2.063,,41.404,,32.404,4.653,,active,tracking,100.20,,,,0,
833,1777427245.243595,1.983,2.071,,36.292,,31.911,0.004,,active,tracking,69.92,,,,0,
834,1777427245.279568,1.975,2.028,,35.827,,31.501,0.004,,active,tracking,72.53,,,,0,
835,1777427245.320364,2.013,2.027,,40.648,,31.705,4.570,,active,tracking,79.93,,,,0,
836,1777427245.356966,2.143,2.108,,36.459,,31.871,0.005,,active,tracking,83.17,,,,0,
837,1777427245.394001,2.106,2.071,,36.883,,32.367,0.005,,active,tracking,86.84,,,,0,
838,1777427245.435947,2.053,2.290,,41.803,,32.167,4.739,,active,tracking,95.42,,,,0,
839,1777427245.472242,1.992,1.997,,36.154,,31.842,0.005,,active,tracking,65.01,,,,0,
840,1777427245.510575,2.054,2.302,,36.432,,31.748,0.005,,active,tracking,69.98,,,,0,
841,1777427245.551088,1.937,2.054,,40.368,,31.546,4.503,,active,tracking,77.13,,,,0,
842,1777427245.587420,1.984,2.143,,36.185,,31.716,0.005,,active,tracking,80.08,,,,0,
843,1777427245.624219,2.053,2.072,,36.654,,32.186,0.006,,active,tracking,83.51,,,,0,
844,1777427245.665700,2.118,2.080,,41.328,,32.189,4.606,,active,tracking,91.65,,,,0,
845,1777427245.702666,2.029,2.064,,36.804,,32.410,0.005,,active,tracking,61.89,,,,0,
846,1777427245.739020,1.915,2.044,,36.214,,31.939,0.005,,active,tracking,64.87,,,,0,
847,1777427245.779474,1.924,2.031,,40.310,,31.415,4.611,,active,tracking,71.95,,,,0,
848,1777427245.815856,2.043,2.021,,36.234,,31.845,0.005,,active,tracking,74.98,,,,0,
